Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,Full-Time MBA Digitalisation & Industrial Change,RWTH Aachen University,Aachen,Business and Economics,English,Winter semester,3 semesters,"EUR 10,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7123/
Master's degree,Full-time MBA in General Management,HHL Leipzig Graduate School of Management,Leipzig,Business and Economics,English,Winter semester,3 semesters,"EUR 13,166",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3653/
Master's degree,Functional Materials MSc,Philipps-Universität Marburg,Marburg,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4650/
Master's degree,Game Development and Research (Master of Arts),Technische Hochschule Köln (University of Applied Sciences),Köln,Computer Science,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4247/
Master's degree,General Management (MBA),Hof University of Applied Sciences,Hof,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 3,300",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4729/
Master's degree,Genome Based Systems Biology,Bielefeld University,Bielefeld,Biology,"German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7221/
Master's degree,Geodesy and Geoinformatics – Specialisation in Geomatics,Leibniz University Hannover,Hannover,Surveying,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4562/
Master's degree,Geodetic Engineering,University of Bonn,Bonn,Surveying,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7030/
Master's degree,Geography of Environmental Risks and Human Security,University of Bonn,Bonn,Geography,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4342/
Master's degree,Geoinformatics and Spatial Data Science (MSc),University of Münster,Münster,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/
Master's degree,Geomatics,Neubrandenburg University of Applied Sciences,Neubrandenburg,Surveying,English,Summer semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4750/
Master's degree,Geomatics Engineering - GEOENGINE,University of Stuttgart,Stuttgart,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3776/
Master's degree,Geomatics for Mineral Resource Management (MGMRM),TU Bergakademie Freiberg,Freiberg,Surveying,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6283/
Master's degree,Geosciences,University of Potsdam,Potsdam,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8308/
Master's degree,Geospatial Technologies (MSc),University of Münster,Münster,Computer Science,English,Winter semester,3 semesters,"EUR 1,700",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3862/
Master's degree,German and Comparative Literature,University of Bonn,Bonn,"German Language and Literature (German, Germanic Languages except English)","German, English",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7611/
Master's degree,German as a Foreign Language (GFL) (in the Arab-German Context),Leipzig University,Leipzig,"German Language and Literature (German, Germanic Languages except English)",German,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7604/
Master's degree,German as a Foreign Language (MA),Philipps-Universität Marburg,Marburg,"German Language and Literature (German, Germanic Languages except English)",German,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4002/
Master's degree,German as a Foreign Language and German Linguistics and Literature,Bielefeld University,Bielefeld,"German Language and Literature (German, Germanic Languages except English)",German,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4270/
Master's degree,German as a Foreign Language – online (MA),Philipps-Universität Marburg,Marburg,"German Language and Literature (German, Germanic Languages except English)",German,"Winter semester, Summer semester",4 semesters,"EUR 3,150",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4370/
Master's degree,German as a Second Language / German as a Foreign Language – Deutsch als Zweitsprache / Deutsch als Fremdsprache,University of Education Freiburg,Freiburg im Breisgau,"German Language and Literature (German, Germanic Languages except English)",German,Winter semester,4 semesters,"EUR 1,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8995/
Master's degree,German Business Culture and International Management (MA),HTW Dresden - University of Applied Sciences,Dresden,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/
Master's degree,German Language and Literature (binational),University of Kassel,Kassel,"German Language and Literature (German, Germanic Languages except English)",German,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5511/
Master's degree,German-French Double Degree Master's Programme in Physics,Freie Universität Berlin,Berlin,"Physics, Astronomy","English, French",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4533/
Master's degree,German-French Studies,University of Bonn,Bonn,Romance Languages,"German, French",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7725/
Master's degree,German-Italian Studies,University of Bonn,Bonn,Languages and Cultural Studies in general,"German, Italian","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3657/
Master's degree,GeT MA - German-Turkish Master's Programme in Social Sciences,Humboldt-Universität zu Berlin,Berlin,Social Science,English,Winter semester,4 semesters,"EUR 2,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3915/
Master's degree,Global Business,Technische Hochschule Ingolstadt,Ingolstadt,Business and Economics,English,"Winter semester, Summer semester",4 semesters,EUR 500,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8907/
Master's degree,Global Business Administration (MBA),SRH Fernhochschule - The Mobile University,Riedlingen,Business and Economics,English,Other,"2 semesters, 3 semesters, 4 semesters",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9009/
Master's degree,Global Business and Leadership (MA),SRH University Heidelberg,Heidelberg,Business and Economics,English,Winter semester,4 semesters,"EUR 5,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5615/
Master's degree,Global Business Development,Kempten University of Applied Sciences,Kempten (Allgäu),Business and Economics,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8415/
Master's degree,Global Change Ecology (MSc),University of Bayreuth,Bayreuth,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3658/
Master's degree,Global Change Management (GCM),Eberswalde University for Sustainable Development,Eberswalde,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3820/
Master's degree,Global Communication: Politics and Society,University of Erfurt,Erfurt,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5408/
Master's degree,Global East Asia (MAGEA),Freie Universität Berlin,Berlin,Other / Non-European Languages and Cultural Studies,"English, Other teaching language",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8591/
Master's degree,"Global Food, Nutrition and Health",University of Bayreuth,Kulmbach,Nutritional and Domestic Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6928/
Master's degree,Global Foresight and Technology Management,Technische Hochschule Ingolstadt,Ingolstadt,Engineering in general,English,"Winter semester, Summer semester",3 semesters,EUR 500,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7635/
